quota_definition_sid,order_number,geographical_areas,description,headings,commodities,quota_unit,monetary_unit,validity,suspension_periods,blocking_periods,status,last_allocation_date,initial_volume,balance,fill_rate
20910,52109,['New Zealand'],,"['0204 – Meat of sheep or goats, fresh, chilled or frozen']","['0204230011', '0204230091', '0204431000', '0204503910', '0204507910']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Critical,20/09/2021,114205000,82591313.21,0.27681526
20911,52110,['New Zealand'],,"['0204 – Meat of sheep or goats, fresh, chilled or frozen']","['0204230019', '0204230099', '0204439000', '0204503990', '0204507990']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Critical,20/09/2021,114205000,82591313.21,0.27681526
20912,52111,['Uruguay'],,"['0204 – Meat of sheep or goats, fresh, chilled or frozen']","['0204230011', '0204230091', '0204431000', '0204503910', '0204507910']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,1041000,1041000,0.00E+00
20913,52112,['Uruguay'],,"['0204 – Meat of sheep or goats, fresh, chilled or frozen']","['0204230019', '0204230099', '0204439000', '0204503990', '0204507990']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,1041000,1041000,0.00E+00
20914,52115,['Chile'],,"['0204 – Meat of sheep or goats, fresh, chilled or frozen']","['0204230011', '0204230091', '0204431000', '0204503910', '0204507910']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Critical,23/08/2021,1304000,1124422.733,0.137712628
20915,52116,['Chile'],,"['0204 – Meat of sheep or goats, fresh, chilled or frozen']","['0204230019', '0204230099', '0204439000', '0204503990', '0204507990']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Critical,23/08/2021,1304000,1124422.733,0.137712628
20916,52125,['Greenland'],,"['0204 – Meat of sheep or goats, fresh, chilled or frozen']","['0204230011', '0204230091', '0204431000', '0204503910', '0204507910']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,52000,52000,0.00E+00
20917,52126,['Greenland'],,"['0204 – Meat of sheep or goats, fresh, chilled or frozen']","['0204100000', '0204230019', '0204230099', '0204439000', '0204503990', '0204507990']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,52000,52000,0.00E+00
20107,52129,['Faroe Islands'],,"['0204 – Meat of sheep or goats, fresh, chilled or frozen']","['0204230011', '0204230091', '0204431000', '0204503910', '0204507910']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,3000,3000,0.00E+00
20108,52130,['Faroe Islands'],,"['0204 – Meat of sheep or goats, fresh, chilled or frozen']","['0204230019', '0204230099', '0204439000', '0204503990', '0204507990']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,3000,3000,0.00E+00
21080,52131,['Turkey'],,"['0204 – Meat of sheep or goats, fresh, chilled or frozen']","['0204230011', '0204230091', '0204431000', '0204503910', '0204507910']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,33000,33000,0.00E+00
21081,52132,['Turkey'],,"['0204 – Meat of sheep or goats, fresh, chilled or frozen']","['0204230019', '0204230099', '0204439000', '0204503990', '0204507990']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,33000,33000,0.00E+00
20918,52178,['ERGA OMNES'],,"['0204 – Meat of sheep or goats, fresh, chilled or frozen']","['0204230011', '0204230091', '0204431000', '0204503910', '0204507910']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Critical,19/01/2021,22000,1727.2,0.921490909
20919,52179,['ERGA OMNES'],,"['0204 – Meat of sheep or goats, fresh, chilled or frozen']","['0204230019', '0204230099', '0204439000', '0204503990', '0204507990']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Critical,19/01/2021,22000,1727.2,0.921490909
20391,52450,['South Korea'],,['1604 – Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs'],['1604200500'],"Tonne (1,000 kg)",,"[2021-01-01,2022-01-01)",[],[],Open,,100,100,0.00E+00
20392,52457,['South Korea'],,"['5408 – Woven fabrics of artificial filament yarn, including woven fabrics obtained from materials of heading\xa05405']","['5408100000', '5408210000', '5408221010', '5408221090', '5408229010', '5408229090', '5408230000', '5408240000', '5408310000', '5408320010', '5408320090', '5408330000', '5408340000']",Square metre (m2),,"[2021-01-01,2022-01-01)",[],[],Open,,1068320,1068320,0.00E+00
20922,52776,['ERGA OMNES'],,"['0304 – Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen']","['0304711010', '0304719010', '0304952110', '0304952510']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Critical,21/09/2021,40140000,23472513.49,0.415233844
20923,52777,['ERGA OMNES'],,"['0303 – Fish, frozen, excluding fish fillets and other fish meat of heading\xa00304', '0304 – Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen']","['0303670010', '0304750010', '0304949010']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Critical,21/09/2021,31120000,16744769.35,0.461929005
20924,52794,['ERGA OMNES'],,"['1605 – Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved']","['1605219045', '1605219062', '1605290050', '1605290055']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Critical,21/09/2021,5680000,1647311.928,0.709980294
20925,52798,['ERGA OMNES'],,"['0306 – Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine; flours, meals and pellets of crustaceans, fit for human consumption']","['0306169920', '0306169930', '0306359012', '0306359014', '0306359092', '0306359093']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Critical,28/07/2021,620000,556535,0.102362903
20926,52802,['ERGA OMNES'],,"['0306 – Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked crustaceans, whether in shell or not, whether or not cooked before or during the smoking process; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine; flours, meals and pellets of crustaceans, fit for human consumption']","['0306179220', '0306369030']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Critical,21/09/2021,10500000,5504013.3,0.475808257
20396,56700,['Ukraine'],,"['0204 – Meat of sheep or goats, fresh, chilled or frozen']","['0204225000', '0204229000', '0204230000', '0204423000', '0204425000', '0204429000', '0204431000', '0204439000']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,306000,306000,0.00E+00
20404,56701,['Ukraine'],,['0409 – Natural honey'],['0409000000'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Critical,21/09/2021,1000000,387165.97,0.61283403
20405,56702,['Ukraine'],,"['0703 – Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled']",['0703200000'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,68000,68000,0.00E+00
20411,56703,['Ukraine'],,['1004 – Oats'],['1004000000'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,545000,545000,0.00E+00
20406,56704,['Ukraine'],,"['1701 – Cane or beet sugar and chemically pure sucrose, in solid form', '1702 – Other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel']","['1701120000', '1701910000', '1701990000', '1702201000', '1702903000', '1702905000', '1702907100', '1702907500', '1702907900', '1702908000', '1702909500']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,2734000,2734000,0.00E+00
20407,56705,['Ukraine'],,"['1702 – Other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel']","['1702300000', '1702400000', '1702600000']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,2724000,2724000,0.00E+00
20408,56706,['Ukraine'],,['2106 – Food preparations not elsewhere specified or included'],"['2106903000', '2106905500', '2106905900']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,272000,272000,0.00E+00
20413,56707,['Ukraine'],,"['1103 – Cereal groats, meal and pellets', '1104 – Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading|1006; germ of cereals, whole, rolled, flaked or ground']","['1103192010', '1103199000', '1103209000', '1104191000', '1104195000', '1104196100', '1104196900', '1104290400', '1104290500', '1104290800', '1104291790', '1104293090', '1104295100', '1104295900', '1104298100', '1104298900', '1104300000']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Exhausted,26/08/2021,1062000,0,1
20414,56708,['Ukraine'],,"['1107 – Malt, whether or not roasted', '1109 – Wheat gluten, whether or not dried']","['1107000000', '1109000000']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,953000,953000,0.00E+00
20415,56709,['Ukraine'],,['1108 – Starches; inulin'],"['1108110000', '1108120000', '1108130000']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,24/08/2021,1362000,1325250,0.026982379
20416,56710,['Ukraine'],,"['3505 – Dextrins and other modified starches (for example, pregelatinised or esterified starches); glues based on starches, or on dextrins or other modified starches']","['3505101000', '3505109000', '3505203000', '3505205000', '3505209000']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,272000,272000,0.00E+00
20417,56711,['Ukraine'],,"['2302 – Bran, sharps and other residues, whether or not in the form of pellets, derived from the sifting, milling or other working of cereals or of leguminous plants', '2303 – Residues of starch manufacture and similar residues, beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets']","['2302100000', '2302300000', '2302401000', '2302409000', '2303101100']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Critical,10/09/2021,2860000,1860000,0.34965035
20418,56712,['Ukraine'],,"['0711 – Vegetables provisionally preserved (for example, by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), but unsuitable in that state for immediate consumption', '2003 – Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid']","['0711510000', '2003100000']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,68000,68000,0.00E+00
20419,56713,['Ukraine'],,"['0711 – Vegetables provisionally preserved (for example, by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), but unsuitable in that state for immediate consumption']",['0711510000'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,68000,68000,0.00E+00
20420,56714,['Ukraine'],,['2002 – Tomatoes prepared or preserved otherwise than by vinegar or acetic acid'],['2002000000'],Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,21/09/2021,2000000,1843386,0.078307
20421,56715,['Ukraine'],,"['2009 – Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter']","['2009619000', '2009691100', '2009697100', '2009697900', '2009699000', '2009710000', '2009790000']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,2724000,2724000,0.00E+00
20422,56716,['Ukraine'],,"['0403 – Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa']","['0403105100', '0403105300', '0403105900', '0403109100', '0403109300', '0403109900', '0403907100', '0403907300', '0403907900', '0403909100', '0403909300', '0403909900']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,272000,272000,0.00E+00
20423,56717,['Ukraine'],,['0405 – Butter and other fats and oils derived from milk; dairy spreads'],"['0405201000', '0405203000']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,34000,34000,0.00E+00
20424,56718,['Ukraine'],,"['0710 – Vegetables (uncooked or cooked by steaming or boiling in water), frozen', '0711 – Vegetables provisionally preserved (for example, by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), but unsuitable in that state for immediate consumption', '2001 – Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid', '2004 – Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen, other than products of heading\xa02006', '2005 – Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading\xa02006']","['0710400000', '0711903000', '2001903000', '2004901000', '2005800000']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,204000,204000,0.00E+00
20425,56719,['Ukraine'],,"['1702 – Other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel', '1704 – Sugar confectionery (including white chocolate), not containing cocoa', '1806 – Chocolate and other food preparations containing cocoa', '1901 – Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing less than 40|% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included; food preparations of goods of headings|0401|to 0404, not containing cocoa or containing less than 5|% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included', '2101 – Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof', '3302 – Mixtures of odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for the manufacture of beverages']","['1702500000', '1702901000', '1704909991', '1704909999', '1806103000', '1806109000', '1806209592', '1806209599', '1901909936', '2101129800', '2101209800', '3302102900']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,02/07/2021,409000,406880,0.005183374
20426,56720,['Ukraine'],,"['1903 – Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, siftings or similar forms', '1904 – Prepared foods obtained by the swelling or roasting of cereals or cereal products (for example, corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal), pre-cooked or otherwise prepared, not elsewhere specified or included']","['1903000000', '1904300000']",Kilogram (kg),,"[2021-01-01,2022-01-01)",[],[],Open,,272000,272000,0.00E+00
